player_low,player_high,matches,sweeps,avg_total_sets,avg_ATP,last_match,sweep_rate,non_sweep_rate
adam duch,mateusz sikon,51,20,3.843137254901961,72.62745098039215,2026-03-29 09:35:00,0.39215686274509803,0.607843137254902
adam duch,michal bracha,35,8,4.314285714285714,81.88571428571429,2025-08-22 20:30:00,0.22857142857142856,0.7714285714285715
adam duch,pawel kos,90,36,3.8222222222222224,72.65555555555555,2026-04-10 16:30:00,0.4,0.6
adam duch,rafal ucinski,82,26,3.975609756097561,75.5609756097561,2025-07-15 14:30:00,0.3170731707317073,0.6829268292682926
adam gdula,blazej warpas,139,49,3.9568345323741005,74.35251798561151,2024-09-18 12:30:00,0.35251798561151076,0.6474820143884892
adam gdula,dawid stapor,172,65,3.9127906976744184,73.29069767441861,2024-09-19 09:30:00,0.37790697674418605,0.622093023255814
adam gdula,emil nowak,71,27,3.9295774647887325,74.22535211267606,2024-01-11 09:05:00,0.38028169014084506,0.619718309859155
adam gdula,filip kociuba,146,62,3.76027397260274,69.67808219178082,2024-09-10 07:00:00,0.4246575342465753,0.5753424657534247
adam gdula,jakub kuzmicz,23,7,3.9130434782608696,72.47826086956522,2023-11-06 12:30:00,0.30434782608695654,0.6956521739130435
adam gdula,karol urbanowicz,26,6,4.076923076923077,74.11538461538461,2023-05-15 06:00:00,0.23076923076923078,0.7692307692307692
adam gdula,kayque valois,94,24,4.127659574468085,77.62765957446808,2024-09-17 13:00:00,0.2553191489361702,0.7446808510638299
adam gdula,maciej kolek,114,41,3.9035087719298245,73.14035087719299,2024-09-19 05:00:00,0.35964912280701755,0.6403508771929824
adam gdula,michal lysakowski,138,42,4.021739130434782,75.42753623188406,2024-09-19 08:00:00,0.30434782608695654,0.6956521739130435
adam gdula,milosz kukawka,61,18,3.9836065573770494,73.14754098360656,2024-09-05 06:00:00,0.29508196721311475,0.7049180327868853
adam gdula,pawel gola,43,11,4.046511627906977,74.65116279069767,2024-09-12 11:00:00,0.2558139534883721,0.7441860465116279
adam gdula,sylwester wloszek,102,51,3.676470588235294,69.15686274509804,2024-09-18 08:00:00,0.5,0.5
adam kasperski,blazej szczepanek,42,17,3.7142857142857144,68.47619047619048,2023-08-15 15:30:00,0.40476190476190477,0.5952380952380952
adam kasperski,jakub grzegorczyk,51,15,4.0588235294117645,75.33333333333333,2023-05-23 14:05:00,0.29411764705882354,0.7058823529411764
adam kasperski,jakub michalski,27,6,4.148148148148148,75.33333333333333,2023-06-16 15:05:00,0.2222222222222222,0.7777777777777778
adam kasperski,kacper slawinski,40,11,3.875,73.05,2023-07-24 14:05:00,0.275,0.725
adam kasperski,marcin lasota,22,5,4.045454545454546,74.81818181818181,2023-08-15 17:30:00,0.22727272727272727,0.7727272727272727
adam kasperski,marek chybinski,44,14,3.8863636363636362,72.0909090909091,2023-07-13 08:05:00,0.3181818181818182,0.6818181818181819
adam kasperski,mariusz adamus,28,9,3.892857142857143,69.71428571428571,2023-05-23 16:05:00,0.32142857142857145,0.6785714285714286
adam kasperski,mariusz koczyba,31,12,3.935483870967742,72.87096774193549,2023-07-14 10:35:00,0.3870967741935484,0.6129032258064516
adam kosacky,adam martin rek,110,27,4.172727272727273,77.58181818181818,2026-01-29 15:30:00,0.24545454545454545,0.7545454545454545
adam kosacky,ales langer,25,7,4.16,76.6,2025-12-06 09:25:00,0.28,0.72
adam kosacky,daniel hyza,54,10,4.222222222222222,80.83333333333333,2026-04-08 22:05:00,0.18518518518518517,0.8148148148148149
adam kosacky,david bochnak,24,8,4.083333333333333,79.70833333333333,2026-04-19 18:55:00,0.3333333333333333,0.6666666666666667
adam kosacky,david sochor,28,4,4.392857142857143,83.67857142857143,2026-02-10 15:55:00,0.14285714285714285,0.8571428571428572
adam kosacky,david vesecky,60,9,4.166666666666667,78.3,2026-04-16 13:20:00,0.15,0.85
adam kosacky,dominik pasek,41,10,4.170731707317073,79.58536585365853,2025-11-29 20:25:00,0.24390243902439024,0.7560975609756098
adam kosacky,filip marat,109,29,4.091743119266055,78.0091743119266,2025-09-21 19:55:00,0.26605504587155965,0.7339449541284404
adam kosacky,horst bauer,36,12,4.0,75.30555555555556,2024-05-10 22:30:00,0.3333333333333333,0.6666666666666667
adam kosacky,jachym sebl,26,10,3.8461538461538463,71.34615384615384,2024-04-17 12:15:00,0.38461538461538464,0.6153846153846154
adam kosacky,jan hendrych,78,14,4.282051282051282,79.42307692307692,2024-12-27 21:20:00,0.1794871794871795,0.8205128205128205
adam kosacky,jan vonasek,32,7,4.21875,78.8125,2026-02-12 07:55:00,0.21875,0.78125
adam kosacky,jonas kulveit,113,29,4.212389380530974,78.92035398230088,2025-12-05 20:50:00,0.25663716814159293,0.7433628318584071
adam kosacky,josef ruzicka,54,14,4.037037037037037,75.46296296296296,2025-03-11 11:05:00,0.25925925925925924,0.7407407407407407
