match_id,date,player1,player2
11621687,2026-03-21 15:50:00,Krystian Kolodziej,Marcin Marchlewski
11621906,2026-03-21 16:05:00,Bartlomiej Mrugala,Blazej Warpas
11621792,2026-03-21 16:15:00,Jakub Witkowski,Kacper Szurlej
11622141,2026-03-21 16:30:00,Kacper Marchlewski,Jaroslaw Rolak
11622140,2026-03-21 16:35:00,Adrian Eliasz,Bartosz Sulkowski
11621686,2026-03-21 16:40:00,Mateusz Rutkowski,Marcin Marchlewski
11622139,2026-03-21 17:00:00,Kacper Marchlewski,Bartlomiej Mrugala
11622138,2026-03-21 17:05:00,Adrian Eliasz,Radoslaw Malinowski
11621791,2026-03-21 17:10:00,Rafal Utylski,Kacper Szurlej
11621685,2026-03-21 17:35:00,Krystian Kolodziej,Jakub Witkowski
11622137,2026-03-21 17:45:00,Kacper Marchlewski,Adam Kasperski
11622136,2026-03-21 17:50:00,Adrian Eliasz,Piotr Staniszewski
11621684,2026-03-21 17:55:00,Krystian Kolodziej,Rafal Utylski
11621790,2026-03-21 18:20:00,Jakub Witkowski,Kacper Szurlej
11622135,2026-03-21 18:35:00,Kacper Marchlewski,Jaroslaw Rolak
11622134,2026-03-21 18:40:00,Adrian Eliasz,Bartosz Sulkowski
11621683,2026-03-21 18:45:00,Krystian Kolodziej,Kacper Szurlej
11621887,2026-03-21 19:05:00,Rafal Utylski,Jakub Witkowski
11622133,2026-03-21 19:20:00,Kacper Marchlewski,Bartlomiej Mrugala
11622132,2026-03-21 19:25:00,Adrian Eliasz,Radoslaw Malinowski
11621682,2026-03-21 19:30:00,Krystian Kolodziej,Jakub Witkowski
11621789,2026-03-21 19:55:00,Kacper Szurlej,Rafal Utylski
11622131,2026-03-21 20:10:00,Kacper Marchlewski,Adam Kasperski
11622130,2026-03-21 20:15:00,Adrian Eliasz,Piotr Staniszewski
11621681,2026-03-21 20:20:00,Krystian Kolodziej,Rafal Utylski
11621788,2026-03-21 20:45:00,Jakub Witkowski,Kacper Szurlej
11622129,2026-03-21 21:00:00,Kacper Marchlewski,Jaroslaw Rolak
11622128,2026-03-21 21:05:00,Adrian Eliasz,Bartosz Sulkowski
11621680,2026-03-21 21:10:00,Krystian Kolodziej,Kacper Szurlej
11621886,2026-03-21 21:35:00,Rafal Utylski,Jakub Witkowski
11621679,2026-03-21 22:00:00,Krystian Kolodziej,Jakub Witkowski
11621787,2026-03-21 22:20:00,Kacper Szurlej,Rafal Utylski
