match_id,date,player1,player2,h2h_L10_weighted,h2h_L30_weighted,h2h_L60_weighted,h2h_L10_count,h2h_L30_count,h2h_L60_count,recent_A_L10,recent_B_L10,recent_A_L30,recent_B_L30,match_balance_L10
11622405,2026-03-21 12:30:00,Frantisek Briza,Milan Kolar,0.5,0.7333333333333333,0.7,10,30,60,0.4,0.5,0.6333333333333333,0.6333333333333333,0.4
11622408,2026-03-21 12:30:00,Michal Hrabec,Daniel Tomica,0.757,0.757,0.757,1,1,1,0.8,0.7,0.7333333333333333,0.6666666666666666,0.5
11621531,2026-03-21 14:00:00,Jakub Levicky,Samuel Byrtus,0.8,0.7333333333333333,0.7272727272727273,10,30,33,0.7,0.7,0.7666666666666667,0.8,0.2
11621354,2026-03-21 14:00:00,Zdenek Babinec,Zbynek Pagac,0.8,0.7894736842105263,0.7894736842105263,10,19,19,0.9,0.8,0.8,0.6666666666666666,0.29999999999999993
11622409,2026-03-21 14:00:00,Michal Zahradka,Michal Hampl,0.6299999999999999,0.6299999999999999,0.6299999999999999,0,0,0,0.8,0.5,0.6666666666666666,0.5333333333333333,0.7000000000000001
11620052,2026-03-21 14:00:00,Oleksandr Kolisnyk,Vratislav Petracek,0.7,0.7666666666666667,0.711864406779661,10,30,59,1.0,0.8,0.9333333333333333,0.8,0.4999999999999999
11620693,2026-03-21 14:00:00,Martin Stefek,Petr Bruzek,0.9,0.7692307692307693,0.7692307692307693,10,13,13,0.6,0.7,0.6333333333333333,0.7666666666666667,0.4
11620057,2026-03-21 14:30:00,Michal Vavrecka,Jan Mecl Jnr,0.8,0.8,0.8,10,30,60,0.7,1.0,0.8,0.8,0.30000000000000004
11620541,2026-03-21 14:30:00,Dan Volhejn,Radim Urbaniec,0.8666666666666667,0.8666666666666667,0.8666666666666667,6,6,6,0.7,0.7,0.6666666666666666,0.5666666666666667,0.2
11620546,2026-03-21 14:30:00,Michal Syroha,Milan Cetner,0.6,0.7333333333333333,0.6792452830188679,10,30,53,0.6,0.5,0.4666666666666667,0.5666666666666667,0.19999999999999996
11621521,2026-03-21 14:30:00,Michal Chalupa,Daniel Unzeitig,0.7290000000000001,0.7290000000000001,0.7290000000000001,7,7,7,0.8,0.7,0.8,0.7666666666666667,0.4000000000000001
11622533,2026-03-21 14:30:00,Roman Guliak,Marek Blejchar,0.7,0.6363636363636364,0.6363636363636364,10,11,11,0.4,0.8,0.6,0.8333333333333334,0.6000000000000001
11621352,2026-03-21 15:00:00,Zbynek Pagac,Michal Chalupa,0.5,0.6666666666666666,0.6666666666666666,10,30,30,0.8,0.8,0.6666666666666666,0.8,0.09999999999999998
11622370,2026-03-21 15:00:00,Michal Hampl,Dan Volhejn,0.6,0.6,0.6,0,0,0,0.5,0.7,0.5333333333333333,0.6666666666666666,0.7
11622531,2026-03-21 15:00:00,Vratislav Petracek,Michal Vavrecka,0.7,0.7666666666666667,0.8,10,30,60,0.8,0.7,0.8,0.8,0.20000000000000007
11622597,2026-03-21 15:00:00,Samuel Byrtus,Roman Guliak,0.7,0.6363636363636364,0.6363636363636364,10,11,11,0.7,0.4,0.8,0.6,0.29999999999999993
11622653,2026-03-21 15:00:00,Petr Bruzek,Michal Syroha,0.7636666666666667,0.7636666666666667,0.7636666666666667,9,9,9,0.7,0.6,0.7666666666666667,0.4666666666666667,0.5
11622530,2026-03-21 15:30:00,Jan Mecl Jnr,Oleksandr Kolisnyk,1.0,0.9285714285714286,0.9285714285714286,10,14,14,1.0,1.0,0.8,0.9333333333333333,0.19999999999999996
11621532,2026-03-21 15:30:00,Marek Blejchar,Jakub Levicky,0.9,0.7,0.6458333333333334,10,30,48,0.8,0.7,0.8333333333333334,0.7666666666666667,0.10000000000000009
11620538,2026-03-21 15:30:00,Radim Urbaniec,Michal Zahradka,0.6966666666666667,0.6966666666666667,0.6966666666666667,0,0,0,0.7,0.8,0.5666666666666667,0.6666666666666666,0.20000000000000007
11620545,2026-03-21 15:30:00,Milan Cetner,Martin Stefek,0.5,0.7,0.7,10,30,30,0.5,0.6,0.5666666666666667,0.6333333333333333,0.29999999999999993
11621350,2026-03-21 15:30:00,Daniel Unzeitig,Zdenek Babinec,0.8,0.8,0.8,10,10,10,0.7,0.9,0.7666666666666667,0.8,0.4000000000000001
