match_id,match_date,player1,player2,match_link
01-04-2026-viacheslav-kovalenko-oleksandr-v-kovalchuk,2026-04-01 22:25:00,Viacheslav Kovalenko,Oleksandr V Kovalchuk,https://scores24.live/en/table-tennis/01-04-2026-viacheslav-kovalenko-oleksandr-v-kovalchuk
01-04-2026-myroslav-loboda-volodymyr-kaidakov,2026-04-01 22:30:00,Myroslav Loboda,Volodymyr Kaidakov,https://scores24.live/en/table-tennis/01-04-2026-myroslav-loboda-volodymyr-kaidakov
01-04-2026-danylo-us-vitalii-kobets,2026-04-01 22:35:00,Danylo Us,Vitalii Kobets,https://scores24.live/en/table-tennis/01-04-2026-danylo-us-vitalii-kobets
01-04-2026-valerii-vlasenko-oleksii-mitla-1,2026-04-01 22:45:00,Valerii Vlasenko,Oleksii Mitla,https://scores24.live/en/table-tennis/01-04-2026-valerii-vlasenko-oleksii-mitla-1
01-04-2026-oleksii-hrymovskyi-oleksandr-mishchenko,2026-04-01 22:55:00,Oleksii Hrymovskyi,Oleksandr Mishchenko,https://scores24.live/en/table-tennis/01-04-2026-oleksii-hrymovskyi-oleksandr-mishchenko
01-04-2026-vitaliy-krokhmal-dmytro-shchegelskyi,2026-04-01 23:00:00,Vitaliy Krokhmal,Dmytro Shchegelskyi,https://scores24.live/en/table-tennis/01-04-2026-vitaliy-krokhmal-dmytro-shchegelskyi
01-04-2026-volodymyr-okopnyi-dmytro-shchegelskyi,2026-04-01 23:00:00,Volodymyr Okopnyi,Dmytro Shchegelskyi,https://scores24.live/en/table-tennis/01-04-2026-volodymyr-okopnyi-dmytro-shchegelskyi
01-04-2026-serhii-pitsyk-mykola-polysynskyi,2026-04-01 23:05:00,Serhii Pitsyk,Mykola Polysynskyi,https://scores24.live/en/table-tennis/01-04-2026-serhii-pitsyk-mykola-polysynskyi
01-04-2026-anton-shypilov-mykyta-smyrnov-1,2026-04-01 23:15:00,Anton Shypilov,Mykyta Smyrnov,https://scores24.live/en/table-tennis/01-04-2026-anton-shypilov-mykyta-smyrnov-1
01-04-2026-oleksandr-v-kovalchuk-oleksandr-mishchenko,2026-04-01 23:25:00,Oleksandr V Kovalchuk,Oleksandr Mishchenko,https://scores24.live/en/table-tennis/01-04-2026-oleksandr-v-kovalchuk-oleksandr-mishchenko
01-04-2026-volodymyr-kaidakov-iurii-hrekh,2026-04-01 23:30:00,Volodymyr Kaidakov,Iurii Hrekh,https://scores24.live/en/table-tennis/01-04-2026-volodymyr-kaidakov-iurii-hrekh
01-04-2026-serhii-khandetskyi-yaroslav-stepanchuk,2026-04-01 23:35:00,Serhii Khandetskyi,Yaroslav Stepanchuk,https://scores24.live/en/table-tennis/01-04-2026-serhii-khandetskyi-yaroslav-stepanchuk
01-04-2026-oleksii-mitla-denys-shcherbak,2026-04-01 23:45:00,Oleksii Mitla,Denys Shcherbak,https://scores24.live/en/table-tennis/01-04-2026-oleksii-mitla-denys-shcherbak
02-04-2026-danylo-us-serhii-pitsyk,2026-04-02 00:05:00,Danylo Us,Serhii Pitsyk,https://scores24.live/en/table-tennis/02-04-2026-danylo-us-serhii-pitsyk
02-04-2026-valerii-vlasenko-serhii-kalenyk,2026-04-02 00:15:00,Valerii Vlasenko,Serhii Kalenyk,https://scores24.live/en/table-tennis/02-04-2026-valerii-vlasenko-serhii-kalenyk
02-04-2026-oleksii-hrymovskyi-oleksandr-v-kovalchuk,2026-04-02 00:25:00,Oleksii Hrymovskyi,Oleksandr V Kovalchuk,https://scores24.live/en/table-tennis/02-04-2026-oleksii-hrymovskyi-oleksandr-v-kovalchuk
02-04-2026-vitaliy-krokhmal-volodymyr-kaidakov,2026-04-02 00:30:00,Vitaliy Krokhmal,Volodymyr Kaidakov,https://scores24.live/en/table-tennis/02-04-2026-vitaliy-krokhmal-volodymyr-kaidakov
02-04-2026-yaroslav-stepanchuk-vitalii-kobets,2026-04-02 00:35:00,Yaroslav Stepanchuk,Vitalii Kobets,https://scores24.live/en/table-tennis/02-04-2026-yaroslav-stepanchuk-vitalii-kobets
02-04-2026-anton-shypilov-oleksii-mitla,2026-04-02 00:45:00,Anton Shypilov,Oleksii Mitla,https://scores24.live/en/table-tennis/02-04-2026-anton-shypilov-oleksii-mitla
01-04-2026-serhii-skachenko-viacheslav-kovalenko,2026-04-02 00:55:00,Serhii Skachenko,Viacheslav Kovalenko,https://scores24.live/en/table-tennis/01-04-2026-serhii-skachenko-viacheslav-kovalenko
02-04-2026-myroslav-loboda-viktor-slozka,2026-04-02 01:00:00,Myroslav Loboda,Viktor Slozka,https://scores24.live/en/table-tennis/02-04-2026-myroslav-loboda-viktor-slozka
02-04-2026-serhii-khandetskyi-mykola-polysynskyi,2026-04-02 01:05:00,Serhii Khandetskyi,Mykola Polysynskyi,https://scores24.live/en/table-tennis/02-04-2026-serhii-khandetskyi-mykola-polysynskyi
02-04-2026-valerii-vlasenko-mykyta-smyrnov,2026-04-02 01:15:00,Valerii Vlasenko,Mykyta Smyrnov,https://scores24.live/en/table-tennis/02-04-2026-valerii-vlasenko-mykyta-smyrnov
02-04-2026-serhii-skachenko-oleksandr-mishchenko,2026-04-02 01:25:00,Serhii Skachenko,Oleksandr Mishchenko,https://scores24.live/en/table-tennis/02-04-2026-serhii-skachenko-oleksandr-mishchenko
02-04-2026-iurii-hrekh-viktor-slozka,2026-04-02 01:30:00,Iurii Hrekh,Viktor Slozka,https://scores24.live/en/table-tennis/02-04-2026-iurii-hrekh-viktor-slozka
02-04-2026-danylo-us-yaroslav-stepanchuk,2026-04-02 01:35:00,Danylo Us,Yaroslav Stepanchuk,https://scores24.live/en/table-tennis/02-04-2026-danylo-us-yaroslav-stepanchuk
02-04-2026-denys-shcherbak-serhii-kalenyk,2026-04-02 01:45:00,Denys Shcherbak,Serhii Kalenyk,https://scores24.live/en/table-tennis/02-04-2026-denys-shcherbak-serhii-kalenyk
02-04-2026-oleksii-hrymovskyi-viacheslav-kovalenko,2026-04-02 01:55:00,Oleksii Hrymovskyi,Viacheslav Kovalenko,https://scores24.live/en/table-tennis/02-04-2026-oleksii-hrymovskyi-viacheslav-kovalenko
02-04-2026-vitaliy-krokhmal-myroslav-loboda,2026-04-02 02:00:00,Vitaliy Krokhmal,Myroslav Loboda,https://scores24.live/en/table-tennis/02-04-2026-vitaliy-krokhmal-myroslav-loboda
02-04-2026-volodymyr-okopnyi-myroslav-loboda,2026-04-02 02:00:00,Volodymyr Okopnyi,Myroslav Loboda,https://scores24.live/en/table-tennis/02-04-2026-volodymyr-okopnyi-myroslav-loboda
02-04-2026-serhii-khandetskyi-serhii-pitsyk,2026-04-02 02:05:00,Serhii Khandetskyi,Serhii Pitsyk,https://scores24.live/en/table-tennis/02-04-2026-serhii-khandetskyi-serhii-pitsyk
02-04-2026-anton-shypilov-valerii-vlasenko,2026-04-02 02:15:00,Anton Shypilov,Valerii Vlasenko,https://scores24.live/en/table-tennis/02-04-2026-anton-shypilov-valerii-vlasenko
02-04-2026-serhii-skachenko-oleksandr-v-kovalchuk,2026-04-02 02:25:00,Serhii Skachenko,Oleksandr V Kovalchuk,https://scores24.live/en/table-tennis/02-04-2026-serhii-skachenko-oleksandr-v-kovalchuk
02-04-2026-volodymyr-kaidakov-viktor-slozka,2026-04-02 02:30:00,Volodymyr Kaidakov,Viktor Slozka,https://scores24.live/en/table-tennis/02-04-2026-volodymyr-kaidakov-viktor-slozka
02-04-2026-vitalii-kobets-mykola-polysynskyi,2026-04-02 02:35:00,Vitalii Kobets,Mykola Polysynskyi,https://scores24.live/en/table-tennis/02-04-2026-vitalii-kobets-mykola-polysynskyi
02-04-2026-oleksii-mitla-serhii-kalenyk,2026-04-02 02:45:00,Oleksii Mitla,Serhii Kalenyk,https://scores24.live/en/table-tennis/02-04-2026-oleksii-mitla-serhii-kalenyk
02-04-2026-eduard-rubtsov-oleksandr-mishchenko,2026-04-02 02:55:00,Eduard Rubtsov,Oleksandr Mishchenko,https://scores24.live/en/table-tennis/02-04-2026-eduard-rubtsov-oleksandr-mishchenko
02-04-2026-dmytro-shchegelskyi-iurii-hrekh,2026-04-02 03:00:00,Dmytro Shchegelskyi,Iurii Hrekh,https://scores24.live/en/table-tennis/02-04-2026-dmytro-shchegelskyi-iurii-hrekh
02-04-2026-danylo-us-serhii-khandetskyi,2026-04-02 03:05:00,Danylo Us,Serhii Khandetskyi,https://scores24.live/en/table-tennis/02-04-2026-danylo-us-serhii-khandetskyi
02-04-2026-mykyta-smyrnov-denys-shcherbak,2026-04-02 03:15:00,Mykyta Smyrnov,Denys Shcherbak,https://scores24.live/en/table-tennis/02-04-2026-mykyta-smyrnov-denys-shcherbak
02-04-2026-oleksii-hrymovskyi-serhii-skachenko,2026-04-02 03:25:00,Oleksii Hrymovskyi,Serhii Skachenko,https://scores24.live/en/table-tennis/02-04-2026-oleksii-hrymovskyi-serhii-skachenko
02-04-2026-yaroslav-stepanchuk-mykola-polysynskyi,2026-04-02 03:35:00,Yaroslav Stepanchuk,Mykola Polysynskyi,https://scores24.live/en/table-tennis/02-04-2026-yaroslav-stepanchuk-mykola-polysynskyi
02-04-2026-viacheslav-kovalenko-oleksandr-mishchenko,2026-04-02 03:55:00,Viacheslav Kovalenko,Oleksandr Mishchenko,https://scores24.live/en/table-tennis/02-04-2026-viacheslav-kovalenko-oleksandr-mishchenko
02-04-2026-serhii-pitsyk-vitalii-kobets,2026-04-02 04:05:00,Serhii Pitsyk,Vitalii Kobets,https://scores24.live/en/table-tennis/02-04-2026-serhii-pitsyk-vitalii-kobets
02-04-2026-oleksandr-v-kovalchuk-eduard-rubtsov,2026-04-02 04:25:00,Oleksandr V Kovalchuk,Eduard Rubtsov,https://scores24.live/en/table-tennis/02-04-2026-oleksandr-v-kovalchuk-eduard-rubtsov
