Season,player_id,player_name,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2025-26,201144,Mike Conley,1610612750,MIN,22500337,2025-12-04,MIN @ NOP,W,0.0,1,7,0,5,0,0,0,1,1,3,0,0,1,4,2,2
2025-26,201144,Mike Conley,1610612750,MIN,22500355,2025-12-06,MIN vs. LAC,W,0.0,1,2,1,2,2,2,1,1,2,0,1,0,0,2,5,14
2025-26,201144,Mike Conley,1610612750,MIN,22500365,2025-12-08,MIN vs. PHX,L,0.0,0,5,0,3,0,0,0,2,2,4,0,0,1,2,0,-7
2025-26,201144,Mike Conley,1610612750,MIN,22500400,2025-12-21,MIN vs. MIL,W,0.0,2,6,2,5,0,0,1,4,5,6,1,2,0,0,6,16
2025-26,201144,Mike Conley,1610612750,MIN,22500416,2025-12-23,MIN vs. NYK,W,0.0,2,6,2,6,2,2,0,1,1,2,2,1,0,3,8,4
2025-26,201144,Mike Conley,1610612750,MIN,22500013,2025-12-25,MIN @ DEN,L,0.0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,-15
2025-26,201144,Mike Conley,1610612750,MIN,22500452,2025-12-29,MIN @ CHI,W,0.0,1,3,0,2,0,0,0,0,0,1,1,0,0,2,2,10
2025-26,201144,Mike Conley,1610612750,MIN,22500463,2025-12-31,MIN @ ATL,L,0.0,0,2,0,2,2,2,0,2,2,0,0,0,0,1,2,-19
2025-26,201144,Mike Conley,1610612750,MIN,22500486,2026-01-03,MIN @ MIA,W,0.0,1,2,1,2,2,2,0,1,1,3,1,0,1,3,5,-3
2025-26,201144,Mike Conley,1610612750,MIN,22500498,2026-01-04,MIN @ WAS,W,0.0,2,4,2,4,1,1,2,0,2,3,0,0,1,0,7,10
2025-26,201144,Mike Conley,1610612750,MIN,22500513,2026-01-06,MIN vs. MIA,W,0.0,1,4,0,3,1,2,0,2,2,3,0,0,0,1,3,9
2025-26,201144,Mike Conley,1610612750,MIN,22500530,2026-01-08,MIN vs. CLE,W,0.0,1,2,1,2,0,0,0,1,1,2,0,0,1,1,3,-6
2025-26,201144,Mike Conley,1610612750,MIN,22500552,2026-01-11,MIN vs. SAS,W,0.0,1,1,1,1,1,2,0,0,0,2,0,0,0,1,4,-6
2025-26,201144,Mike Conley,1610612750,MIN,22500566,2026-01-13,MIN @ MIL,W,0.0,3,7,3,7,0,0,0,3,3,5,0,0,1,0,9,0
2025-26,201144,Mike Conley,1610612750,MIN,22500591,2026-01-16,MIN @ HOU,L,0.0,2,8,1,5,1,2,1,0,1,1,1,0,1,0,6,8
2025-26,201144,Mike Conley,1610612750,MIN,22500598,2026-01-17,MIN @ SAS,L,0.0,0,4,0,2,0,0,0,2,2,3,0,0,1,3,0,-1
2025-26,201144,Mike Conley,1610612750,MIN,22500616,2026-01-20,MIN @ UTA,L,0.0,0,3,0,2,0,0,0,1,1,2,1,0,0,2,0,-5
2025-26,201144,Mike Conley,1610612750,MIN,22500631,2026-01-22,MIN vs. CHI,L,0.0,1,5,1,4,0,0,0,3,3,2,0,0,1,0,3,-8
2025-26,201144,Mike Conley,1610612750,MIN,22500644,2026-01-25,MIN vs. GSW,L,0.0,0,0,0,0,2,2,1,2,3,1,1,0,1,1,2,-14
2025-26,201144,Mike Conley,1610612750,MIN,22500663,2026-01-26,MIN vs. GSW,W,0.0,0,4,0,4,2,2,0,2,2,2,0,1,0,1,2,11
2025-26,201144,Mike Conley,1610612750,MIN,22500677,2026-01-28,MIN @ DAL,W,0.0,2,6,2,5,0,0,1,0,1,5,1,1,1,2,6,6
2025-26,201144,Mike Conley,1610612750,MIN,22500700,2026-01-31,MIN @ MEM,W,0.0,0,1,0,1,0,0,0,3,3,2,2,2,1,0,0,18
2025-26,201144,Mike Conley,1610612750,MIN,22500714,2026-02-02,MIN @ MEM,L,0.0,0,3,0,2,0,0,0,1,1,2,0,0,0,1,0,-13
2025-26,201145,Jeff Green,1610612745,HOU,22500116,2025-10-27,HOU vs. BKN,W,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,-5
2025-26,201145,Jeff Green,1610612745,HOU,22500146,2025-11-01,HOU @ BOS,W,0.0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,6,-4
2025-26,201145,Jeff Green,1610612745,HOU,22500176,2025-11-05,HOU @ MEM,W,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-3
2025-26,201145,Jeff Green,1610612745,HOU,22500218,2025-11-12,HOU vs. WAS,W,0.0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,3,1
2025-26,201145,Jeff Green,1610612745,HOU,22500042,2025-11-14,HOU vs. POR,W,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6
2025-26,201145,Jeff Green,1610612745,HOU,22500290,2025-11-24,HOU @ PHX,W,0.0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
2025-26,201145,Jeff Green,1610612745,HOU,22500301,2025-11-30,HOU @ UTA,W,0.0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,4,-6
2025-26,201145,Jeff Green,1610612745,HOU,22500330,2025-12-03,HOU vs. SAC,W,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5
2025-26,201145,Jeff Green,1610612745,HOU,22500346,2025-12-05,HOU vs. PHX,W,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,-11
2025-26,201145,Jeff Green,1610612745,HOU,22500356,2025-12-06,HOU @ DAL,L,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,-6
2025-26,201145,Jeff Green,1610612745,HOU,22500422,2025-12-23,HOU @ LAC,L,0.0,1,2,1,2,0,0,0,1,1,0,0,0,0,1,3,2
2025-26,201145,Jeff Green,1610612745,HOU,22500012,2025-12-25,HOU @ LAL,W,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2025-26,201145,Jeff Green,1610612745,HOU,22500438,2025-12-27,HOU vs. CLE,W,0.0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,3,-9
2025-26,201145,Jeff Green,1610612745,HOU,22500453,2025-12-29,HOU vs. IND,W,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-8
2025-26,201145,Jeff Green,1610612745,HOU,22500581,2026-01-15,HOU vs. OKC,L,0.0,1,2,1,1,0,0,0,2,2,0,0,0,0,0,3,-2
2025-26,201145,Jeff Green,1610612745,HOU,22500682,2026-01-29,HOU @ ATL,W,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-4
2025-26,201145,Jeff Green,1610612745,HOU,22500728,2026-02-04,HOU vs. BOS,L,0.0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,7
2025-26,201145,Jeff Green,1610612745,HOU,22500737,2026-02-05,HOU vs. CHA,L,0.0,2,4,1,3,1,1,0,2,2,1,1,0,0,0,6,12
2025-26,201566,Russell Westbrook,1610612758,SAC,22500088,2025-10-22,SAC @ PHX,L,0.0,2,8,0,2,2,3,1,5,6,1,0,1,2,0,6,2
2025-26,201566,Russell Westbrook,1610612758,SAC,22500098,2025-10-24,SAC vs. UTA,W,0.0,3,5,1,2,0,0,0,1,1,4,1,0,2,2,7,5
2025-26,201566,Russell Westbrook,1610612758,SAC,22500113,2025-10-26,SAC vs. LAL,L,0.0,6,12,4,6,2,6,4,2,6,6,1,0,2,1,18,0
2025-26,201566,Russell Westbrook,1610612758,SAC,22500126,2025-10-28,SAC @ OKC,L,0.0,6,16,4,8,0,0,1,8,9,4,1,0,2,2,16,-16
2025-26,201566,Russell Westbrook,1610612758,SAC,22500132,2025-10-29,SAC @ CHI,L,0.0,4,9,1,4,3,4,1,1,2,4,3,0,2,4,12,-3
2025-26,201566,Russell Westbrook,1610612758,SAC,22500142,2025-11-01,SAC @ MIL,W,0.0,4,14,0,5,4,4,3,2,5,10,2,0,1,5,12,14
2025-26,201566,Russell Westbrook,1610612758,SAC,22500162,2025-11-03,SAC @ DEN,L,0.0,10,17,3,6,3,3,1,11,12,6,2,0,6,2,26,-5
2025-26,201566,Russell Westbrook,1610612758,SAC,22500181,2025-11-05,SAC vs. GSW,W,0.0,9,13,3,4,2,2,4,12,16,10,1,0,3,1,23,4
2025-26,201566,Russell Westbrook,1610612758,SAC,22500038,2025-11-07,SAC vs. OKC,L,0.0,9,17,5,9,1,2,1,6,7,9,0,0,7,3,24,-18
2025-26,201566,Russell Westbrook,1610612758,SAC,22500197,2025-11-09,SAC vs. MIN,L,0.0,2,7,2,5,0,0,0,0,0,1,1,1,2,1,6,-19
2025-26,201566,Russell Westbrook,1610612758,SAC,22500212,2025-11-11,SAC vs. DEN,L,0.0,3,12,1,7,7,7,2,6,8,11,0,0,2,2,14,-1
2025-26,201566,Russell Westbrook,1610612758,SAC,22500223,2025-11-12,SAC vs. ATL,L,0.0,4,11,1,5,1,2,0,2,2,3,0,0,3,2,10,-34
2025-26,201566,Russell Westbrook,1610612758,SAC,22500044,2025-11-14,SAC @ MIN,L,0.0,5,11,2,5,1,4,5,5,10,14,0,0,6,3,13,-10
2025-26,201566,Russell Westbrook,1610612758,SAC,22500234,2025-11-16,SAC @ SAS,L,0.0,4,11,3,6,3,6,1,8,9,7,2,0,5,2,14,-3
2025-26,201566,Russell Westbrook,1610612758,SAC,22500261,2025-11-19,SAC @ OKC,L,0.0,3,7,1,4,0,2,1,10,11,6,3,0,2,3,7,-7
2025-26,201566,Russell Westbrook,1610612758,SAC,22500265,2025-11-20,SAC @ MEM,L,0.0,4,10,2,6,1,2,1,6,7,4,0,0,4,3,11,-28
2025-26,201566,Russell Westbrook,1610612758,SAC,22500274,2025-11-22,SAC @ DEN,W,0.0,9,16,2,6,1,2,2,4,6,11,1,1,1,4,21,-13
2025-26,201566,Russell Westbrook,1610612758,SAC,22500292,2025-11-24,SAC vs. MIN,W,0.0,3,11,1,5,0,0,1,6,7,7,2,0,4,3,7,3
2025-26,201566,Russell Westbrook,1610612758,SAC,22500068,2025-11-26,SAC vs. PHX,L,0.0,8,13,3,5,0,0,0,8,8,3,0,0,5,1,19,-8
2025-26,201566,Russell Westbrook,1610612758,SAC,22500077,2025-11-28,SAC @ UTA,L,0.0,6,16,2,5,2,3,4,8,12,14,4,0,3,4,16,11
2025-26,201566,Russell Westbrook,1610612758,SAC,22500307,2025-11-30,SAC vs. MEM,L,0.0,1,10,0,4,1,1,2,4,6,7,2,0,3,1,3,-24
2025-26,201566,Russell Westbrook,1610612758,SAC,22500330,2025-12-03,SAC @ HOU,L,0.0,5,13,2,7,0,2,1,3,4,9,1,0,4,3,12,-9
2025-26,201566,Russell Westbrook,1610612758,SAC,22500354,2025-12-06,SAC @ MIA,W,0.0,5,11,1,4,1,1,0,1,1,10,4,0,6,3,12,19
2025-26,201566,Russell Westbrook,1610612758,SAC,22500364,2025-12-08,SAC @ IND,L,0.0,10,16,2,3,2,4,2,10,12,14,2,1,3,2,24,-7
2025-26,201566,Russell Westbrook,1610612758,SAC,22501208,2025-12-11,SAC vs. DEN,L,0.0,5,11,1,5,6,6,0,3,3,5,0,0,2,2,17,-19
2025-26,201566,Russell Westbrook,1610612758,SAC,22501220,2025-12-14,SAC @ MIN,L,0.0,4,13,0,3,0,0,0,7,7,10,3,0,4,3,8,-13
2025-26,201566,Russell Westbrook,1610612758,SAC,22500380,2025-12-18,SAC @ POR,L,0.0,8,11,0,0,4,4,0,3,3,10,0,0,3,4,20,2
2025-26,201566,Russell Westbrook,1610612758,SAC,22500394,2025-12-20,SAC vs. POR,L,0.0,2,10,0,5,3,6,1,7,8,7,4,0,1,3,7,-21
2025-26,201566,Russell Westbrook,1610612758,SAC,22500401,2025-12-21,SAC vs. HOU,W,0.0,8,24,5,12,0,2,6,7,13,4,2,0,4,3,21,1
2025-26,201566,Russell Westbrook,1610612758,SAC,22500421,2025-12-23,SAC vs. DET,L,0.0,9,21,4,12,5,7,2,4,6,4,2,0,3,3,27,0
2025-26,201566,Russell Westbrook,1610612758,SAC,22500432,2025-12-27,SAC vs. DAL,W,0.0,8,16,5,9,0,0,2,3,5,9,1,0,4,3,21,8
2025-26,201566,Russell Westbrook,1610612758,SAC,22500446,2025-12-28,SAC @ LAL,L,0.0,6,17,1,5,0,0,2,3,5,4,2,0,6,1,13,-17
2025-26,201566,Russell Westbrook,1610612758,SAC,22500461,2025-12-30,SAC @ LAC,L,0.0,4,10,2,4,2,2,1,2,3,4,0,0,3,3,12,-21
2025-26,201566,Russell Westbrook,1610612758,SAC,22500474,2026-01-01,SAC vs. BOS,L,0.0,3,11,2,9,2,2,1,2,3,6,0,0,3,5,10,-14
2025-26,201566,Russell Westbrook,1610612758,SAC,22500483,2026-01-02,SAC @ PHX,L,0.0,6,12,1,3,4,5,6,3,9,6,1,0,4,3,17,-11
2025-26,201566,Russell Westbrook,1610612758,SAC,22500500,2026-01-04,SAC vs. MIL,L,0.0,5,16,1,8,10,12,1,5,6,3,4,3,3,5,21,-11
2025-26,201566,Russell Westbrook,1610612758,SAC,22500515,2026-01-06,SAC vs. DAL,L,0.0,4,15,1,7,2,4,0,6,6,4,1,0,3,0,11,1
2025-26,201566,Russell Westbrook,1610612758,SAC,22500539,2026-01-09,SAC @ GSW,L,0.0,6,11,1,4,0,0,0,4,4,7,0,0,3,4,13,-21
2025-26,201566,Russell Westbrook,1610612758,SAC,22500557,2026-01-11,SAC vs. HOU,W,0.0,6,12,3,6,0,0,2,4,6,10,1,0,3,1,15,7
2025-26,201566,Russell Westbrook,1610612758,SAC,22500562,2026-01-12,SAC vs. LAL,W,0.0,8,16,4,8,2,4,0,5,5,7,1,0,5,1,22,10
2025-26,201566,Russell Westbrook,1610612758,SAC,22500576,2026-01-14,SAC vs. NYK,W,0.0,6,13,2,6,5,7,1,5,6,11,0,0,4,3,19,4
2025-26,201566,Russell Westbrook,1610612758,SAC,22500592,2026-01-16,SAC vs. WAS,W,0.0,9,14,6,9,2,2,1,1,2,6,1,0,4,2,26,0
2025-26,201566,Russell Westbrook,1610612758,SAC,22500606,2026-01-18,SAC vs. POR,L,0.0,9,15,3,6,2,3,0,3,3,7,3,0,2,2,23,-7
2025-26,201566,Russell Westbrook,1610612758,SAC,22500619,2026-01-20,SAC vs. MIA,L,0.0,9,14,1,6,3,4,1,1,2,7,2,1,6,3,22,-13
2025-26,201566,Russell Westbrook,1610612758,SAC,22500626,2026-01-21,SAC vs. TOR,L,0.0,9,22,2,8,3,3,0,3,3,3,3,0,4,2,23,-16
2025-26,201566,Russell Westbrook,1610612758,SAC,22500638,2026-01-23,SAC @ CLE,L,0.0,3,12,3,10,2,2,1,4,5,3,0,0,0,2,11,-18
2025-26,201566,Russell Westbrook,1610612758,SAC,22500650,2026-01-25,SAC @ DET,L,0.0,4,9,2,3,3,3,1,1,2,4,2,0,4,4,13,-16
2025-26,201566,Russell Westbrook,1610612758,SAC,22500665,2026-01-27,SAC @ NYK,L,0.0,6,19,2,9,0,0,3,1,4,5,1,0,6,4,14,-17
2025-26,201566,Russell Westbrook,1610612758,SAC,22500731,2026-02-04,SAC vs. MEM,L,0.0,5,14,3,10,0,0,0,0,0,5,1,0,2,1,13,0
2025-26,201566,Russell Westbrook,1610612758,SAC,22500746,2026-02-06,SAC vs. LAC,L,0.0,2,8,0,4,2,3,0,3,3,5,0,0,2,2,6,-10
2025-26,201566,Russell Westbrook,1610612758,SAC,22500756,2026-02-07,SAC vs. CLE,L,0.0,8,14,5,10,0,2,1,4,5,9,0,0,7,2,21,-6
2025-26,201566,Russell Westbrook,1610612758,SAC,22500766,2026-02-09,SAC @ NOP,L,0.0,7,17,1,6,2,2,1,1,2,2,0,0,2,0,17,-3
2025-26,201566,Russell Westbrook,1610612758,SAC,22500800,2026-02-19,SAC vs. ORL,L,0.0,2,8,1,6,0,0,0,0,0,1,1,0,3,1,5,-14
2025-26,201567,Kevin Love,1610612762,UTA,22500150,2025-11-02,UTA @ CHA,L,0.0,0,2,0,2,3,4,2,3,5,5,0,0,2,1,3,-5
2025-26,201567,Kevin Love,1610612762,UTA,22500158,2025-11-03,UTA @ BOS,W,0.0,2,3,1,2,0,0,1,6,7,3,0,0,2,1,5,1
2025-26,201567,Kevin Love,1610612762,UTA,22500172,2025-11-05,UTA @ DET,L,0.0,0,3,0,3,3,4,1,2,3,3,0,0,0,2,3,-10
2025-26,201567,Kevin Love,1610612762,UTA,22500036,2025-11-07,UTA @ MIN,L,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-6
2025-26,201567,Kevin Love,1610612762,UTA,22500205,2025-11-10,UTA vs. MIN,L,0.0,3,6,2,5,2,2,0,3,3,1,0,1,1,2,10,1
2025-26,201567,Kevin Love,1610612762,UTA,22500227,2025-11-13,UTA vs. ATL,L,0.0,1,3,1,3,0,0,0,3,3,4,0,0,2,2,3,-2
2025-26,201567,Kevin Love,1610612762,UTA,22500240,2025-11-16,UTA vs. CHI,W,0.0,3,8,2,6,2,2,1,7,8,2,0,1,0,0,10,0
2025-26,201567,Kevin Love,1610612762,UTA,22500253,2025-11-18,UTA @ LAL,L,0.0,0,2,0,2,0,0,1,3,4,0,0,1,0,2,0,-8
2025-26,201567,Kevin Love,1610612762,UTA,22500055,2025-11-21,UTA vs. OKC,L,0.0,4,6,4,5,0,0,1,0,1,0,0,1,1,5,12,-9
2025-26,201567,Kevin Love,1610612762,UTA,22500282,2025-11-23,UTA vs. LAL,L,0.0,2,5,0,2,0,0,3,6,9,2,1,0,2,2,4,-7
2025-26,201567,Kevin Love,1610612762,UTA,22500077,2025-11-28,UTA vs. SAC,W,0.0,3,5,2,3,1,2,4,3,7,1,1,1,0,1,9,8
2025-26,201567,Kevin Love,1610612762,UTA,22500316,2025-12-01,UTA vs. HOU,W,0.0,4,7,1,4,2,2,2,3,5,1,1,0,0,2,11,4
2025-26,201567,Kevin Love,1610612762,UTA,22500343,2025-12-05,UTA @ NYK,L,0.0,2,5,2,4,1,2,1,1,2,1,1,0,0,2,7,-19
2025-26,201567,Kevin Love,1610612762,UTA,22500363,2025-12-07,UTA vs. OKC,L,0.0,0,3,0,2,0,0,1,1,2,2,0,0,1,1,0,-21
2025-26,201567,Kevin Love,1610612762,UTA,22501213,2025-12-12,UTA @ MEM,W,0.0,8,15,4,10,0,0,3,5,8,1,1,0,0,3,20,6
2025-26,201567,Kevin Love,1610612762,UTA,22500379,2025-12-18,UTA vs. LAL,L,0.0,1,5,1,5,2,3,0,2,2,1,0,0,0,3,5,-6
2025-26,201567,Kevin Love,1610612762,UTA,22500393,2025-12-20,UTA vs. ORL,L,0.0,6,12,4,7,0,1,7,9,16,1,1,1,0,5,16,4
2025-26,201567,Kevin Love,1610612762,UTA,22500419,2025-12-23,UTA vs. MEM,L,0.0,2,9,2,9,0,0,0,6,6,3,0,0,1,3,6,-3
2025-26,201567,Kevin Love,1610612762,UTA,22500430,2025-12-26,UTA vs. DET,W,0.0,3,7,3,5,5,5,2,3,5,3,1,1,1,2,14,-11
2025-26,201567,Kevin Love,1610612762,UTA,22500492,2026-01-03,UTA @ GSW,L,0.0,2,6,1,4,0,0,1,9,10,5,0,0,1,1,5,-4
2025-26,201567,Kevin Love,1610612762,UTA,22500531,2026-01-08,UTA vs. DAL,W,0.0,3,11,1,6,3,3,2,8,10,2,0,0,0,1,10,13
2025-26,201567,Kevin Love,1610612762,UTA,22500547,2026-01-10,UTA vs. CHA,L,0.0,1,5,0,2,0,0,3,2,5,0,0,0,1,1,2,-26
2025-26,201567,Kevin Love,1610612762,UTA,22500558,2026-01-12,UTA @ CLE,W,0.0,4,6,3,5,0,0,0,3,3,2,0,0,2,1,11,-2
2025-26,201567,Kevin Love,1610612762,UTA,22500611,2026-01-19,UTA @ SAS,L,0.0,1,6,1,3,3,3,6,5,11,2,1,0,2,0,6,-4
2025-26,201567,Kevin Love,1610612762,UTA,22500632,2026-01-22,UTA vs. SAS,L,0.0,2,3,1,1,0,0,0,4,4,1,0,1,1,1,5,4
2025-26,201567,Kevin Love,1610612762,UTA,22500670,2026-01-27,UTA vs. LAC,L,0.0,1,5,1,4,0,0,1,10,11,1,1,0,1,2,3,-20
2025-26,201567,Kevin Love,1610612762,UTA,22500706,2026-02-01,UTA @ TOR,L,0.0,2,7,0,3,0,0,3,2,5,2,0,0,1,1,4,0
2025-26,201567,Kevin Love,1610612762,UTA,22500750,2026-02-07,UTA @ ORL,L,0.0,3,3,3,3,4,4,2,4,6,0,0,0,0,0,13,7
2025-26,201567,Kevin Love,1610612762,UTA,22500786,2026-02-11,UTA vs. SAC,W,0.0,2,5,1,3,0,0,0,9,9,1,0,0,2,0,5,24
2025-26,201567,Kevin Love,1610612762,UTA,0022500804,2026-02-20,UTA @ MEM,L,0.0,2,2,2,2,0,1,0,1,1,2,0,0,0,0,6,5
2025-26,201569,Eric Gordon,1610612755,PHI,22500114,2025-10-27,PHI vs. ORL,W,0.0,3,4,2,3,0,0,0,0,0,0,1,0,1,1,8,0
2025-26,201569,Eric Gordon,1610612755,PHI,22500123,2025-10-28,PHI @ WAS,W,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
2025-26,201569,Eric Gordon,1610612755,PHI,22500195,2025-11-09,PHI vs. DET,L,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,6
2025-26,201569,Eric Gordon,1610612755,PHI,22500058,2025-11-25,PHI vs. ORL,L,0.0,4,4,2,2,0,0,1,1,2,2,2,0,1,0,10,-14
2025-26,201569,Eric Gordon,1610612755,PHI,22500318,2025-12-02,PHI vs. WAS,W,0.0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,3,-11
2025-26,201569,Eric Gordon,1610612755,PHI,22500410,2025-12-23,PHI vs. BKN,L,0.0,4,8,3,6,1,2,0,0,0,0,1,1,0,1,12,-6
2025-26,201572,Brook Lopez,1610612746,LAC,22500087,2025-10-22,LAC @ UTA,L,0.0,5,12,5,11,0,0,1,2,3,0,1,0,2,3,15,-6
2025-26,201572,Brook Lopez,1610612746,LAC,22500099,2025-10-24,LAC vs. PHX,W,0.0,2,5,2,4,0,0,1,6,7,1,0,2,1,2,6,11
2025-26,201572,Brook Lopez,1610612746,LAC,22500112,2025-10-26,LAC vs. POR,W,0.0,2,5,1,4,0,0,0,3,3,0,0,3,0,2,5,1
2025-26,201572,Brook Lopez,1610612746,LAC,22500127,2025-10-28,LAC @ GSW,L,0.0,1,6,0,4,1,2,0,2,2,1,0,0,0,0,3,-6
2025-26,201572,Brook Lopez,1610612746,LAC,22500027,2025-10-31,LAC vs. NOP,W,0.0,1,5,0,3,1,2,1,2,3,0,1,1,1,0,3,0
2025-26,201572,Brook Lopez,1610612746,LAC,22500164,2025-11-03,LAC vs. MIA,L,0.0,2,7,1,6,0,0,0,1,1,0,1,0,0,1,5,5
2025-26,201572,Brook Lopez,1610612746,LAC,22500170,2025-11-04,LAC vs. OKC,L,0.0,4,7,4,4,0,0,1,1,2,0,0,0,2,2,12,-29
2025-26,201572,Brook Lopez,1610612746,LAC,22500182,2025-11-06,LAC @ PHX,L,0.0,3,6,0,3,0,0,0,3,3,0,1,0,2,2,6,0
2025-26,201572,Brook Lopez,1610612746,LAC,22500190,2025-11-08,LAC vs. PHX,L,0.0,4,5,0,1,0,0,0,0,0,0,0,2,0,1,8,-1
2025-26,201572,Brook Lopez,1610612746,LAC,22500206,2025-11-10,LAC vs. ATL,L,0.0,2,5,2,4,3,4,0,0,0,2,0,1,3,2,9,-4
2025-26,201572,Brook Lopez,1610612746,LAC,22500224,2025-11-12,LAC vs. DEN,L,0.0,4,7,2,4,0,0,0,1,1,1,0,1,1,4,10,-2
2025-26,201572,Brook Lopez,1610612746,LAC,22500046,2025-11-14,LAC @ DAL,W,0.0,0,1,0,1,0,0,0,3,3,0,0,0,0,1,0,-13
2025-26,201572,Brook Lopez,1610612746,LAC,22500233,2025-11-16,LAC @ BOS,L,0.0,1,2,1,2,2,2,0,2,2,3,1,1,0,2,5,11
2025-26,201572,Brook Lopez,1610612746,LAC,22500243,2025-11-17,LAC @ PHI,L,0.0,2,5,1,3,1,1,0,1,1,0,0,0,1,2,6,5
2025-26,201572,Brook Lopez,1610612746,LAC,22500264,2025-11-20,LAC @ ORL,L,0.0,1,4,1,2,0,0,0,0,0,0,0,2,0,2,3,-7
2025-26,201572,Brook Lopez,1610612746,LAC,22500268,2025-11-22,LAC @ CHA,W,0.0,4,10,3,7,0,0,0,1,1,1,0,1,0,2,11,7
2025-26,201572,Brook Lopez,1610612746,LAC,22500278,2025-11-23,LAC @ CLE,L,0.0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,-24
2025-26,201572,Brook Lopez,1610612746,LAC,22500355,2025-12-06,LAC @ MIN,L,0.0,1,5,1,4,0,0,0,0,0,0,0,1,1,3,3,-5
2025-26,201572,Brook Lopez,1610612746,LAC,22501205,2025-12-11,LAC @ HOU,L,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,-11
2025-26,201572,Brook Lopez,1610612746,LAC,22500369,2025-12-18,LAC @ OKC,L,0.0,2,4,1,1,1,2,2,3,5,2,0,1,1,1,6,-5
2025-26,201572,Brook Lopez,1610612746,LAC,22500395,2025-12-20,LAC vs. LAL,W,0.0,4,7,3,6,0,0,0,5,5,0,0,2,4,3,11,7
2025-26,201572,Brook Lopez,1610612746,LAC,22500422,2025-12-23,LAC vs. HOU,W,0.0,1,5,1,4,2,2,1,5,6,4,0,2,0,2,5,13
2025-26,201572,Brook Lopez,1610612746,LAC,22500431,2025-12-26,LAC @ POR,W,0.0,9,16,9,14,4,4,0,5,5,1,0,2,1,2,31,4
2025-26,201572,Brook Lopez,1610612746,LAC,22500445,2025-12-28,LAC vs. DET,W,0.0,3,7,1,4,0,0,2,5,7,2,2,1,2,3,7,13
2025-26,201572,Brook Lopez,1610612746,LAC,22500461,2025-12-30,LAC vs. SAC,W,0.0,2,9,2,4,2,2,1,5,6,3,1,1,1,1,8,14
2025-26,201572,Brook Lopez,1610612746,LAC,22500475,2026-01-01,LAC vs. UTA,W,0.0,1,12,1,12,0,0,0,2,2,1,1,1,0,1,3,2
2025-26,201572,Brook Lopez,1610612746,LAC,22500493,2026-01-03,LAC vs. BOS,L,0.0,2,6,2,5,0,0,0,1,1,0,0,0,1,0,6,-17
2025-26,201572,Brook Lopez,1610612746,LAC,22500508,2026-01-05,LAC vs. GSW,W,0.0,0,4,0,4,0,0,0,3,3,3,1,2,0,1,0,8
2025-26,201572,Brook Lopez,1610612746,LAC,22500522,2026-01-07,LAC @ NYK,L,0.0,2,8,2,8,0,0,0,0,0,0,0,1,0,0,6,-3
2025-26,201572,Brook Lopez,1610612746,LAC,22500535,2026-01-09,LAC @ BKN,W,0.0,1,3,0,2,1,1,0,5,5,3,2,2,0,2,3,9
2025-26,201572,Brook Lopez,1610612746,LAC,22500544,2026-01-10,LAC @ DET,W,0.0,0,4,0,4,0,0,0,3,3,0,0,0,0,2,0,-6
2025-26,201572,Brook Lopez,1610612746,LAC,22500563,2026-01-12,LAC vs. CHA,W,0.0,3,6,3,6,0,0,0,4,4,1,1,0,1,2,9,7
2025-26,201572,Brook Lopez,1610612746,LAC,22500577,2026-01-14,LAC vs. WAS,W,0.0,4,10,1,6,2,2,2,2,4,1,0,1,0,1,11,-5
2025-26,201572,Brook Lopez,1610612746,LAC,22500590,2026-01-16,LAC @ TOR,W,0.0,1,4,1,3,0,0,1,0,1,0,0,0,1,3,3,-2
2025-26,201572,Brook Lopez,1610612746,LAC,22500608,2026-01-19,LAC @ WAS,W,0.0,2,7,0,5,2,2,0,2,2,0,4,1,0,0,6,3
