Season,player_id,player_name,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500293,2025-11-29,BOS @ MIN,L,0.0,17,32,5,11,2,4,2,4,6,7,5,1,4,3,41,1
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500302,2025-11-30,BOS @ CLE,W,0.0,3,13,1,4,12,16,1,11,12,11,1,0,6,3,19,16
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500320,2025-12-02,BOS vs. NYK,W,0.0,16,24,2,6,8,9,0,4,4,4,1,0,4,3,42,15
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500338,2025-12-05,BOS vs. LAL,W,0.0,10,22,3,7,7,9,1,7,8,8,1,0,3,3,30,12
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500358,2025-12-07,BOS @ TOR,W,0.0,9,19,3,4,9,9,4,4,8,5,1,1,3,1,30,18
2025-26,1627759,Jaylen Brown,1610612738,BOS,22501206,2025-12-11,BOS @ MIL,L,0.0,10,17,2,4,8,9,1,2,3,3,0,0,4,3,30,-15
2025-26,1627759,Jaylen Brown,1610612738,BOS,22501222,2025-12-15,BOS vs. DET,L,0.0,13,25,1,5,7,14,4,4,8,7,1,3,4,2,34,-6
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500381,2025-12-19,BOS vs. MIA,W,0.0,9,18,2,4,10,11,0,9,9,7,1,0,5,3,30,8
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500403,2025-12-22,BOS vs. IND,W,0.0,11,25,2,6,7,8,1,8,9,2,1,2,2,1,31,-2
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500426,2025-12-26,BOS @ IND,W,0.0,13,20,2,3,2,2,1,2,3,4,4,0,4,4,30,19
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500444,2025-12-28,BOS @ POR,L,0.0,14,23,2,5,7,10,1,6,7,4,0,0,6,5,37,0
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500459,2025-12-30,BOS @ UTA,W,0.0,9,19,1,3,4,6,1,5,6,10,2,0,2,1,23,2
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500474,2026-01-01,BOS @ SAC,W,0.0,11,25,1,9,6,7,1,9,10,4,0,0,5,6,29,-2
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500493,2026-01-03,BOS @ LAC,W,0.0,18,26,6,10,8,10,1,2,3,5,0,0,2,3,50,21
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500503,2026-01-05,BOS vs. CHI,W,0.0,6,24,1,6,1,2,3,5,8,4,0,0,3,2,14,12
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500520,2026-01-07,BOS vs. DEN,L,0.0,14,29,4,6,1,3,1,6,7,4,1,0,7,5,33,-14
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500532,2026-01-09,BOS vs. TOR,W,0.0,6,15,1,3,12,13,1,7,8,7,0,0,4,0,25,17
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500545,2026-01-10,BOS vs. SAS,L,0.0,11,28,5,11,0,0,0,8,8,7,0,0,5,4,27,-1
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500580,2026-01-15,BOS @ MIA,W,0.0,9,24,2,7,7,7,2,5,7,0,0,0,5,3,27,-10
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500594,2026-01-17,BOS @ ATL,W,0.0,14,30,2,9,11,12,1,5,6,2,1,1,1,0,41,36
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500017,2026-01-19,BOS @ DET,L,0.0,11,28,2,8,8,10,4,7,11,2,0,1,4,3,32,2
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500621,2026-01-21,BOS vs. IND,W,0.0,11,22,1,2,7,9,2,8,10,5,3,0,5,2,30,11
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500637,2026-01-23,BOS @ BKN,W,0.0,9,27,4,10,5,10,1,9,10,12,1,0,2,2,27,11
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500647,2026-01-24,BOS @ CHI,L,0.0,14,28,2,8,3,4,0,8,8,5,1,1,2,1,33,-13
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500660,2026-01-26,BOS vs. POR,W,0.0,8,17,1,3,3,5,1,7,8,4,4,0,1,1,20,6
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500673,2026-01-28,BOS vs. ATL,L,0.0,9,20,0,5,3,4,0,7,7,3,0,1,3,2,21,-24
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500702,2026-02-01,BOS vs. MIL,W,0.0,12,20,4,6,2,3,1,12,13,2,1,0,4,1,30,16
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500721,2026-02-03,BOS @ DAL,W,0.0,15,29,2,5,1,2,1,10,11,3,1,0,3,4,33,-1
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500741,2026-02-06,BOS vs. MIA,W,0.0,11,25,1,7,6,10,1,6,7,2,0,1,7,2,29,-16
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500757,2026-02-08,BOS vs. NYK,L,0.0,11,25,0,4,4,4,0,2,2,4,1,1,2,3,26,-14
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500778,2026-02-11,BOS vs. CHI,W,0.0,9,20,2,9,4,4,0,4,4,4,0,0,2,1,24,15
2025-26,1627759,Jaylen Brown,1610612738,BOS,22500799,2026-02-19,BOS @ GSW,W,0.0,10,18,0,3,3,3,0,15,15,13,0,0,2,3,23,11
2025-26,1627780,Gary Payton II,1610612744,GSW,22500002,2025-10-21,GSW @ LAL,W,0.0,3,6,0,1,0,0,1,1,2,1,1,1,3,3,6,3
2025-26,1627780,Gary Payton II,1610612744,GSW,22500006,2025-10-23,GSW vs. DEN,W,0.0,3,5,0,1,0,0,3,3,6,1,1,0,0,2,6,-6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500097,2025-10-24,GSW @ POR,L,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1
2025-26,1627780,Gary Payton II,1610612744,GSW,22500121,2025-10-27,GSW vs. MEM,W,0.0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,4,6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500127,2025-10-28,GSW vs. LAC,W,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-17
2025-26,1627780,Gary Payton II,1610612744,GSW,22500139,2025-10-30,GSW @ MIL,L,0.0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500144,2025-11-01,GSW @ IND,L,0.0,0,1,0,1,0,0,1,2,3,1,0,0,1,3,0,0
2025-26,1627780,Gary Payton II,1610612744,GSW,22500181,2025-11-05,GSW @ SAC,L,0.0,1,1,1,1,0,0,0,2,2,3,1,0,1,1,3,-12
2025-26,1627780,Gary Payton II,1610612744,GSW,22500037,2025-11-07,GSW @ DEN,L,0.0,1,2,0,1,0,0,0,2,2,1,0,0,0,0,2,0
2025-26,1627780,Gary Payton II,1610612744,GSW,22500196,2025-11-09,GSW vs. IND,W,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500210,2025-11-11,GSW @ OKC,L,0.0,1,3,0,2,0,0,0,6,6,3,2,0,0,0,2,9
2025-26,1627780,Gary Payton II,1610612744,GSW,22500220,2025-11-12,GSW @ SAS,W,0.0,2,4,0,1,0,0,4,2,6,2,1,0,1,0,4,9
2025-26,1627780,Gary Payton II,1610612744,GSW,22500047,2025-11-14,GSW @ SAS,W,0.0,2,7,2,4,0,0,2,1,3,2,1,0,2,1,6,3
2025-26,1627780,Gary Payton II,1610612744,GSW,22500237,2025-11-16,GSW @ NOP,W,0.0,0,2,0,1,0,0,1,2,3,0,1,2,0,4,0,1
2025-26,1627780,Gary Payton II,1610612744,GSW,22500249,2025-11-18,GSW @ ORL,L,0.0,2,3,0,0,0,0,1,0,1,1,0,0,0,2,4,-15
2025-26,1627780,Gary Payton II,1610612744,GSW,22500257,2025-11-19,GSW @ MIA,L,0.0,2,5,1,2,2,2,1,6,7,0,2,2,0,2,7,5
2025-26,1627780,Gary Payton II,1610612744,GSW,22500056,2025-11-21,GSW vs. POR,L,0.0,3,4,0,0,0,0,0,2,2,4,0,0,1,3,6,-2
2025-26,1627780,Gary Payton II,1610612744,GSW,22500291,2025-11-24,GSW vs. UTA,W,0.0,4,8,1,2,0,0,2,4,6,8,1,0,0,3,9,-3
2025-26,1627780,Gary Payton II,1610612744,GSW,22500066,2025-11-26,GSW vs. HOU,L,0.0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,3
2025-26,1627780,Gary Payton II,1610612744,GSW,22500298,2025-11-29,GSW vs. NOP,W,0.0,9,14,1,2,0,0,4,7,11,3,0,0,1,4,19,13
2025-26,1627780,Gary Payton II,1610612744,GSW,22500323,2025-12-02,GSW vs. OKC,L,0.0,5,9,2,2,1,1,1,4,5,5,0,0,3,2,13,-9
2025-26,1627780,Gary Payton II,1610612744,GSW,22500333,2025-12-04,GSW @ PHI,L,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500352,2025-12-06,GSW @ CLE,W,0.0,3,9,0,4,0,0,0,3,3,1,3,0,3,4,6,4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500361,2025-12-07,GSW @ CHI,W,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,1627780,Gary Payton II,1610612744,GSW,22501215,2025-12-12,GSW vs. MIN,L,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2
2025-26,1627780,Gary Payton II,1610612744,GSW,22500378,2025-12-18,GSW @ PHX,L,0.0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,-7
2025-26,1627780,Gary Payton II,1610612744,GSW,22500392,2025-12-20,GSW vs. PHX,W,0.0,2,6,1,3,0,0,4,4,8,3,1,1,2,3,5,-7
2025-26,1627780,Gary Payton II,1610612744,GSW,22500407,2025-12-22,GSW vs. ORL,W,0.0,3,3,0,0,1,4,2,2,4,5,1,0,1,2,7,5
2025-26,1627780,Gary Payton II,1610612744,GSW,22500011,2025-12-25,GSW vs. DAL,W,0.0,3,5,0,1,0,0,2,3,5,5,1,1,0,2,6,6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500441,2025-12-28,GSW @ TOR,L,0.0,2,3,0,1,0,0,1,0,1,2,0,3,2,1,4,-19
2025-26,1627780,Gary Payton II,1610612744,GSW,22500449,2025-12-29,GSW @ BKN,W,0.0,4,5,1,1,1,2,0,0,0,1,0,0,2,2,10,4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500462,2025-12-31,GSW @ CHA,W,0.0,4,4,1,1,0,0,0,1,1,0,0,0,0,4,9,-9
2025-26,1627780,Gary Payton II,1610612744,GSW,22500484,2026-01-02,GSW vs. OKC,L,0.0,1,5,0,3,0,0,0,1,1,1,0,0,0,0,2,-15
2025-26,1627780,Gary Payton II,1610612744,GSW,22500492,2026-01-03,GSW vs. UTA,W,0.0,5,9,0,1,0,0,4,4,8,2,1,1,3,1,10,0
2025-26,1627780,Gary Payton II,1610612744,GSW,22500508,2026-01-05,GSW @ LAC,L,0.0,7,10,0,0,0,1,1,4,5,2,0,1,0,1,14,-6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500539,2026-01-09,GSW vs. SAC,W,0.0,6,7,0,0,0,0,4,5,9,1,0,0,0,0,12,9
2025-26,1627780,Gary Payton II,1610612744,GSW,22500556,2026-01-11,GSW vs. ATL,L,0.0,3,6,0,0,0,0,3,2,5,0,1,0,2,2,6,-6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500570,2026-01-13,GSW vs. POR,W,0.0,3,5,0,2,2,2,1,0,1,1,2,0,1,2,8,11
2025-26,1627780,Gary Payton II,1610612744,GSW,22500584,2026-01-15,GSW vs. NYK,W,0.0,0,2,0,2,0,0,0,6,6,3,0,0,0,2,0,-2
2025-26,1627780,Gary Payton II,1610612744,GSW,22500599,2026-01-17,GSW vs. CHA,W,0.0,2,3,1,1,0,0,0,2,2,2,0,0,2,2,5,2
2025-26,1627780,Gary Payton II,1610612744,GSW,22500612,2026-01-19,GSW vs. MIA,W,0.0,3,4,0,0,0,0,1,2,3,0,0,0,1,0,6,1
2025-26,1627780,Gary Payton II,1610612744,GSW,22500618,2026-01-20,GSW vs. TOR,L,0.0,3,4,2,2,1,2,0,0,0,0,1,0,2,2,9,3
2025-26,1627780,Gary Payton II,1610612744,GSW,22500630,2026-01-22,GSW @ DAL,L,0.0,2,6,0,1,0,0,2,1,3,0,0,1,1,1,4,-32
2025-26,1627780,Gary Payton II,1610612744,GSW,22500644,2026-01-25,GSW @ MIN,W,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,-6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500663,2026-01-26,GSW @ MIN,L,0.0,2,4,0,2,0,0,0,1,1,0,1,0,2,6,4,-20
2025-26,1627780,Gary Payton II,1610612744,GSW,22500724,2026-02-03,GSW vs. PHI,L,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2025-26,1627780,Gary Payton II,1610612744,GSW,22500739,2026-02-05,GSW @ PHX,W,0.0,6,11,3,6,0,0,3,5,8,1,1,1,0,1,15,4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500753,2026-02-07,GSW @ LAL,L,0.0,6,8,1,2,0,0,3,2,5,1,2,0,1,3,13,-4
2025-26,1627780,Gary Payton II,1610612744,GSW,22500768,2026-02-09,GSW vs. MEM,W,0.0,3,9,1,3,0,0,3,1,4,2,3,1,1,2,7,6
2025-26,1627780,Gary Payton II,1610612744,GSW,22500788,2026-02-11,GSW vs. SAS,L,0.0,4,11,2,7,0,0,0,0,0,5,1,1,1,2,10,-12
2025-26,1627780,Gary Payton II,1610612744,GSW,22500799,2026-02-19,GSW vs. BOS,L,0.0,6,8,2,4,0,0,2,1,3,2,1,0,0,0,14,15
2025-26,1627783,Pascal Siakam,1610612754,IND,22500005,2025-10-23,IND vs. OKC,L,0.0,12,25,3,6,5,12,3,12,15,4,1,0,1,1,32,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500103,2025-10-25,IND @ MEM,L,0.0,5,12,2,7,1,2,1,5,6,6,0,1,2,3,13,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500110,2025-10-26,IND @ MIN,L,0.0,11,24,3,6,8,12,1,9,10,8,3,0,2,4,33,3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500133,2025-10-29,IND @ DAL,L,0.0,9,23,2,5,7,12,3,10,13,3,2,0,3,4,27,7
2025-26,1627783,Pascal Siakam,1610612754,IND,22500020,2025-10-31,IND vs. ATL,L,0.0,5,15,2,6,6,10,0,5,5,5,0,0,2,2,18,-15
2025-26,1627783,Pascal Siakam,1610612754,IND,22500144,2025-11-01,IND vs. GSW,W,0.0,12,23,1,5,2,3,1,4,5,3,2,1,3,5,27,11
2025-26,1627783,Pascal Siakam,1610612754,IND,22500157,2025-11-03,IND vs. MIL,L,0.0,11,24,1,6,9,12,2,3,5,8,3,1,3,3,32,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500173,2025-11-05,IND vs. BKN,L,0.0,10,21,1,3,2,6,0,6,6,10,1,0,7,5,23,-10
2025-26,1627783,Pascal Siakam,1610612754,IND,22500189,2025-11-08,IND @ DEN,L,0.0,5,16,0,2,4,6,2,4,6,5,0,0,2,2,14,-16
2025-26,1627783,Pascal Siakam,1610612754,IND,22500211,2025-11-11,IND @ UTA,L,0.0,9,16,2,4,7,7,2,3,5,4,0,1,2,3,27,-10
2025-26,1627783,Pascal Siakam,1610612754,IND,22500226,2025-11-13,IND @ PHX,L,0.0,6,14,0,1,7,8,3,2,5,2,0,0,2,4,19,-25
2025-26,1627783,Pascal Siakam,1610612754,IND,22500230,2025-11-15,IND vs. TOR,L,0.0,10,19,5,10,5,6,3,1,4,3,2,0,0,4,30,-11
2025-26,1627783,Pascal Siakam,1610612754,IND,22500242,2025-11-17,IND @ DET,L,0.0,8,17,3,8,10,12,2,5,7,1,1,1,3,2,29,-29
2025-26,1627783,Pascal Siakam,1610612754,IND,22500256,2025-11-19,IND vs. CHA,W,0.0,9,17,2,8,2,2,0,4,4,7,1,1,2,3,22,25
2025-26,1627783,Pascal Siakam,1610612754,IND,22500048,2025-11-21,IND @ CLE,L,0.0,9,15,3,6,5,6,0,9,9,4,1,0,3,3,26,-10
2025-26,1627783,Pascal Siakam,1610612754,IND,22500283,2025-11-24,IND vs. DET,L,0.0,7,12,0,2,10,14,2,6,8,3,2,2,3,2,24,1
2025-26,1627783,Pascal Siakam,1610612754,IND,22500063,2025-11-26,IND @ TOR,L,0.0,5,10,0,0,1,4,1,3,4,2,2,0,3,5,11,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500073,2025-11-28,IND vs. WAS,W,0.0,11,20,1,4,1,2,1,10,11,1,2,1,0,1,24,32
2025-26,1627783,Pascal Siakam,1610612754,IND,22500295,2025-11-29,IND vs. CHI,W,0.0,11,23,1,4,1,2,1,8,9,4,2,2,1,0,24,22
2025-26,1627783,Pascal Siakam,1610612754,IND,22500310,2025-12-01,IND vs. CLE,L,0.0,11,21,0,3,4,6,5,2,7,2,0,0,0,2,26,-21
2025-26,1627783,Pascal Siakam,1610612754,IND,22500325,2025-12-03,IND vs. DEN,L,0.0,7,16,3,5,6,8,0,3,3,4,0,0,1,5,23,-3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500345,2025-12-05,IND @ CHI,W,0.0,13,24,5,7,5,7,3,7,10,1,2,0,3,2,36,19
2025-26,1627783,Pascal Siakam,1610612754,IND,22500364,2025-12-08,IND vs. SAC,W,0.0,10,21,1,4,2,2,1,4,5,4,2,0,2,0,23,14
2025-26,1627783,Pascal Siakam,1610612754,IND,22501211,2025-12-12,IND @ PHI,L,0.0,8,18,1,3,3,4,1,4,5,2,1,0,1,3,20,-7
2025-26,1627783,Pascal Siakam,1610612754,IND,22501216,2025-12-14,IND vs. WAS,L,0.0,4,12,0,2,3,3,1,3,4,4,1,0,1,2,11,-12
2025-26,1627783,Pascal Siakam,1610612754,IND,22500372,2025-12-18,IND vs. NYK,L,0.0,9,22,2,6,6,6,3,3,6,5,3,2,2,2,26,3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500389,2025-12-20,IND @ NOP,L,0.0,6,14,2,7,8,11,1,4,5,3,1,0,3,2,22,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500403,2025-12-22,IND @ BOS,L,0.0,9,18,4,7,3,4,2,4,6,3,0,0,0,2,25,-12
2025-26,1627783,Pascal Siakam,1610612754,IND,22500413,2025-12-23,IND vs. MIL,L,0.0,6,10,1,1,2,8,3,6,9,2,1,0,0,1,15,-11
2025-26,1627783,Pascal Siakam,1610612754,IND,22500426,2025-12-26,IND vs. BOS,L,0.0,4,13,0,3,3,6,4,2,6,1,2,0,2,3,11,-10
2025-26,1627783,Pascal Siakam,1610612754,IND,22500436,2025-12-27,IND @ MIA,L,0.0,14,21,4,6,1,1,4,3,7,5,2,0,5,2,33,-14
2025-26,1627783,Pascal Siakam,1610612754,IND,22500453,2025-12-29,IND @ HOU,L,0.0,8,16,1,3,6,10,1,3,4,4,1,0,2,0,23,-15
2025-26,1627783,Pascal Siakam,1610612754,IND,22500464,2025-12-31,IND vs. ORL,L,0.0,9,20,3,8,5,10,0,4,4,0,2,1,1,5,26,-6
2025-26,1627783,Pascal Siakam,1610612754,IND,22500476,2026-01-02,IND vs. SAS,L,0.0,10,18,0,2,3,3,0,9,9,5,2,0,2,3,23,-3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500495,2026-01-04,IND @ ORL,L,0.0,14,21,2,4,4,4,1,6,7,5,0,0,1,3,34,-12
2025-26,1627783,Pascal Siakam,1610612754,IND,22500510,2026-01-06,IND vs. CLE,L,0.0,9,23,0,1,4,5,1,3,4,3,2,1,2,1,22,-3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500528,2026-01-08,IND @ CHA,W,0.0,12,23,3,4,3,3,4,10,14,3,0,0,6,2,30,7
2025-26,1627783,Pascal Siakam,1610612754,IND,22500543,2026-01-10,IND vs. MIA,W,0.0,4,15,0,3,3,4,0,7,7,5,1,1,5,4,11,9
2025-26,1627783,Pascal Siakam,1610612754,IND,22500559,2026-01-12,IND vs. BOS,W,0.0,10,15,0,1,1,2,1,7,8,6,2,1,2,0,21,11
2025-26,1627783,Pascal Siakam,1610612754,IND,22500571,2026-01-14,IND vs. TOR,L,0.0,10,23,4,11,2,3,4,6,10,4,0,0,4,5,26,-4
2025-26,1627783,Pascal Siakam,1610612754,IND,22500588,2026-01-16,IND vs. NOP,W,0.0,11,22,4,8,1,2,0,6,6,5,0,1,1,2,27,11
2025-26,1627783,Pascal Siakam,1610612754,IND,22500609,2026-01-19,IND @ PHI,L,0.0,9,21,4,8,2,4,1,5,6,7,0,0,4,3,24,-9
2025-26,1627783,Pascal Siakam,1610612754,IND,22500621,2026-01-21,IND @ BOS,L,0.0,12,21,4,7,4,6,2,8,10,4,0,0,2,3,32,-1
2025-26,1627783,Pascal Siakam,1610612754,IND,22500641,2026-01-23,IND @ OKC,W,0.0,9,20,2,6,1,3,1,5,6,6,0,0,1,1,21,-6
2025-26,1627783,Pascal Siakam,1610612754,IND,22500659,2026-01-26,IND @ ATL,L,0.0,8,21,2,9,8,9,1,8,9,4,0,3,0,0,26,-3
2025-26,1627783,Pascal Siakam,1610612754,IND,22500672,2026-01-28,IND vs. CHI,W,0.0,6,16,1,5,7,8,1,2,3,5,0,0,2,3,20,12
2025-26,1627783,Pascal Siakam,1610612754,IND,22500698,2026-01-31,IND vs. ATL,W,0.0,11,15,1,1,2,3,1,5,6,1,2,1,4,2,25,6
2025-26,1627783,Pascal Siakam,1610612754,IND,22500713,2026-02-02,IND vs. HOU,L,0.0,12,21,2,3,1,1,2,2,4,5,1,0,3,3,27,-8
2025-26,1627783,Pascal Siakam,1610612754,IND,22500743,2026-02-06,IND @ MIL,L,0.0,7,19,1,8,4,8,1,5,6,4,1,1,2,1,19,-10
2025-26,1627783,Pascal Siakam,1610612754,IND,22500759,2026-02-08,IND @ TOR,L,0.0,7,15,1,3,3,4,1,3,4,2,0,0,2,0,18,-14
2025-26,1627783,Pascal Siakam,1610612754,IND,22500771,2026-02-10,IND @ NYK,W,0.0,11,26,3,10,5,10,0,6,6,4,3,0,1,0,30,-7
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500003,2025-10-22,NYK vs. CLE,W,0.0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,4
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500018,2025-10-24,NYK vs. BOS,W,0.0,1,2,1,2,0,0,3,2,5,1,0,0,0,0,3,4
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500108,2025-10-26,NYK @ MIA,L,0.0,1,6,0,4,0,0,5,1,6,0,1,0,1,3,2,-15
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500023,2025-10-31,NYK @ CHI,L,0.0,1,3,1,2,0,0,0,2,2,0,0,1,0,1,3,-2
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500153,2025-11-02,NYK vs. CHI,W,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500159,2025-11-03,NYK vs. WAS,W,0.0,0,2,0,2,1,2,2,1,3,0,0,0,1,3,1,10
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500175,2025-11-05,NYK vs. MIN,W,0.0,2,3,1,2,0,0,0,1,1,0,0,0,0,2,5,1
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500192,2025-11-09,NYK vs. BKN,W,0.0,1,6,1,4,2,4,0,2,2,0,0,0,0,1,5,-5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500208,2025-11-11,NYK vs. MEM,W,0.0,1,3,0,1,0,0,1,5,6,1,0,0,0,0,2,13
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500215,2025-11-12,NYK vs. ORL,L,0.0,2,3,2,3,0,0,0,0,0,1,1,0,0,0,6,-4
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500039,2025-11-14,NYK vs. MIA,W,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,3,5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500244,2025-11-17,NYK @ MIA,L,0.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500262,2025-11-19,NYK @ DAL,W,0.0,2,7,0,5,0,0,1,1,2,1,0,1,0,1,4,15
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500269,2025-11-22,NYK @ ORL,L,0.0,2,3,0,1,0,0,0,1,1,0,0,0,1,3,4,1
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500285,2025-11-24,NYK @ BKN,W,0.0,1,2,1,1,0,0,0,0,0,2,0,1,0,2,3,5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500061,2025-11-26,NYK @ CHA,W,0.0,0,2,0,1,0,0,0,4,4,0,0,0,1,2,0,7
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500074,2025-11-28,NYK vs. MIL,W,0.0,1,2,1,2,0,0,0,1,1,1,0,0,1,0,3,-4
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500303,2025-11-30,NYK vs. TOR,W,0.0,3,5,1,3,0,0,0,4,4,1,0,0,0,0,7,6
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500320,2025-12-02,NYK @ BOS,L,0.0,0,2,0,2,1,2,0,2,2,0,1,0,0,0,1,-8
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500328,2025-12-03,NYK vs. CHA,W,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,-9
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500343,2025-12-05,NYK vs. UTA,W,0.0,5,6,1,2,0,0,1,1,2,0,0,0,1,2,11,-5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500357,2025-12-07,NYK vs. ORL,W,0.0,2,3,2,3,2,2,2,0,2,0,0,0,1,2,8,-7
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22501202,2025-12-09,NYK @ TOR,W,0.0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,-4
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22501229,2025-12-13,NYK @ ORL,W,0.0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,-5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500372,2025-12-18,NYK @ IND,W,0.0,1,5,1,4,0,0,2,1,3,0,0,0,2,2,3,-17
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500382,2025-12-19,NYK vs. PHI,L,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,5
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500454,2025-12-29,NYK @ NOP,W,0.0,3,5,3,4,0,0,1,1,2,1,0,0,2,2,9,-6
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,22500467,2025-12-31,NYK @ SAS,L,0.0,1,1,0,0,0,0,0,2,2,1,0,0,1,1,2,15
